=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 261  DAMAGE  source=3 target=12 amount=11 action=abomination_claw
  tick 261  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 261  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 261  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 261  DAMAGE  source=-1 target=12 amount=1 action=
  tick 262  DAMAGE  source=-1 target=3 amount=1 action=
  tick 262  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 262  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 262  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 263  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 263  ACTION_START  source=13 target=3 amount=0 action=ghoul_maul
  tick 263  DAMAGE  source=-1 target=3 amount=1 action=
  tick 263  DAMAGE  source=-1 target=12 amount=1 action=
  tick 264  DAMAGE  source=-1 target=3 amount=1 action=
  tick 264  DAMAGE  source=-1 target=12 amount=1 action=
  tick 265  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 265  DAMAGE  source=-1 target=12 amount=1 action=
  tick 266  DAMAGE  source=-1 target=3 amount=1 action=
  tick 267  DAMAGE  source=-1 target=3 amount=1 action=
  tick 267  DAMAGE  source=-1 target=12 amount=1 action=
  tick 268  DAMAGE  source=-1 target=3 amount=1 action=
  tick 270  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 270  DAMAGE  source=-1 target=3 amount=1 action=
  tick 270  ACTION_FIRE  source=9 target=3 amount=0 action=goblin_arrow
  tick 270  DAMAGE  source=9 target=3 amount=7 action=goblin_arrow
  tick 271  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 271  DAMAGE  source=-1 target=3 amount=1 action=
  tick 272  DAMAGE  source=-1 target=3 amount=1 action=
  tick 272  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 272  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 273  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 274  ACTION_START  source=12 target=3 amount=0 action=ghoul_maul
  tick 274  DAMAGE  source=-1 target=12 amount=1 action=
  tick 275  DAMAGE  source=-1 target=3 amount=1 action=
  tick 275  DAMAGE  source=-1 target=12 amount=1 action=
  tick 276  DAMAGE  source=-1 target=12 amount=1 action=
  tick 276  ACTION_FIRE  source=13 target=3 amount=0 action=ghoul_maul
  tick 276  DAMAGE  source=13 target=3 amount=4 action=ghoul_maul
  tick 276  DEATH  source=13 target=3 amount=0 action=ghoul_maul
  tick 277  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 277  MISS  source=8 target=3 amount=0 action=goblin_arrow
  tick 277  DAMAGE  source=-1 target=12 amount=1 action=
  tick 278  DAMAGE  source=-1 target=12 amount=1 action=
  tick 279  DAMAGE  source=-1 target=12 amount=1 action=
  tick 280  DAMAGE  source=-1 target=12 amount=1 action=
  tick 281  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 282  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 282  MISS  source=11 target=3 amount=0 action=cultist_bolt
  tick 282  DAMAGE  source=-1 target=12 amount=1 action=
  tick 283  DAMAGE  source=-1 target=12 amount=1 action=
  tick 284  DAMAGE  source=-1 target=12 amount=1 action=
  tick 286  DAMAGE  source=-1 target=12 amount=1 action=
  tick 287  ACTION_FIRE  source=12 target=3 amount=0 action=ghoul_maul
  tick 287  MISS  source=12 target=3 amount=0 action=ghoul_maul
  tick 288  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 288  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 288  DAMAGE  source=-1 target=12 amount=1 action=
  tick 289  DAMAGE  source=-1 target=12 amount=1 action=
  tick 293  DAMAGE  source=-1 target=12 amount=1 action=
  tick 294  DAMAGE  source=-1 target=12 amount=1 action=
  tick 295  DAMAGE  source=-1 target=12 amount=1 action=
  tick 297  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 297  DAMAGE  source=-1 target=12 amount=1 action=
  tick 298  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 298  ACTION_START  source=2 target=10 amount=0 action=geyser_blast
  tick 303  DAMAGE  source=-1 target=12 amount=1 action=
  tick 304  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 304  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 304  DAMAGE  source=-1 target=12 amount=1 action=
  tick 305  DAMAGE  source=-1 target=12 amount=1 action=
  tick 306  DAMAGE  source=-1 target=12 amount=1 action=
  tick 307  DAMAGE  source=-1 target=12 amount=1 action=
  tick 308  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 308  ACTION_FIRE  source=2 target=10 amount=0 action=geyser_blast
  tick 308  DAMAGE  source=2 target=10 amount=16 action=geyser_blast
  tick 308  DAMAGE  source=-1 target=12 amount=1 action=
  tick 310  DAMAGE  source=-1 target=12 amount=1 action=
  tick 311  DAMAGE  source=-1 target=12 amount=1 action=
  tick 314  DAMAGE  source=-1 target=12 amount=1 action=
  tick 315  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 315  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 315  DAMAGE  source=-1 target=12 amount=1 action=
  tick 316  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 316  DAMAGE  source=-1 target=12 amount=1 action=
  tick 317  DAMAGE  source=-1 target=12 amount=1 action=
  tick 319  ACTION_START  source=9 target=1 amount=0 action=goblin_arrow
  tick 319  DAMAGE  source=-1 target=12 amount=1 action=
  tick 320  DAMAGE  source=-1 target=12 amount=1 action=
  tick 323  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 323  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 324  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 324  DAMAGE  source=-1 target=12 amount=1 action=
  tick 325  DAMAGE  source=-1 target=12 amount=1 action=
  tick 326  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 326  ACTION_FIRE  source=9 target=1 amount=0 action=goblin_arrow
  tick 326  DAMAGE  source=9 target=1 amount=8 action=goblin_arrow
  tick 326  DAMAGE  source=-1 target=12 amount=1 action=
  tick 328  DAMAGE  source=-1 target=12 amount=1 action=
  tick 329  DAMAGE  source=-1 target=12 amount=1 action=
  tick 330  DAMAGE  source=-1 target=12 amount=1 action=
  tick 331  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 331  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 331  DAMAGE  source=-1 target=12 amount=1 action=
  tick 332  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 335  ACTION_START  source=9 target=1 amount=0 action=goblin_arrow
  tick 335  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 335  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 335  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 337  DAMAGE  source=-1 target=1 amount=1 action=
  tick 337  DAMAGE  source=-1 target=12 amount=1 action=
  tick 338  DAMAGE  source=-1 target=12 amount=1 action=
  tick 339  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 339  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 340  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 340  ACTION_START  source=1 target=13 amount=0 action=priest_smite
  tick 340  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 340  DAMAGE  source=-1 target=12 amount=1 action=
  tick 341  DAMAGE  source=-1 target=12 amount=1 action=
  tick 342  ACTION_FIRE  source=9 target=1 amount=0 action=goblin_arrow
  tick 342  DAMAGE  source=9 target=1 amount=8 action=goblin_arrow
  tick 342  DAMAGE  source=-1 target=12 amount=1 action=
  tick 343  DAMAGE  source=-1 target=12 amount=1 action=
  tick 344  DAMAGE  source=-1 target=1 amount=1 action=
  tick 345  DAMAGE  source=-1 target=1 amount=1 action=
  tick 345  DAMAGE  source=-1 target=12 amount=1 action=
  tick 346  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 346  DAMAGE  source=-1 target=1 amount=1 action=
  tick 346  DAMAGE  source=-1 target=12 amount=1 action=
  tick 347  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 347  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 347  DAMAGE  source=-1 target=12 amount=1 action=
  tick 348  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 348  ACTION_FIRE  source=1 target=13 amount=0 action=priest_smite
  tick 348  DAMAGE  source=1 target=13 amount=17 action=priest_smite
  tick 349  DAMAGE  source=-1 target=12 amount=1 action=
  tick 350  DAMAGE  source=-1 target=12 amount=1 action=
  tick 351  ACTION_START  source=9 target=1 amount=0 action=goblin_arrow
  tick 351  STATUS_EXPIRED  source=-1 target=12 amount=0 action=
  tick 353  DAMAGE  source=-1 target=1 amount=1 action=
  tick 355  DAMAGE  source=-1 target=1 amount=1 action=
  tick 355  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 355  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 355  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 355  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 355  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 356  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 358  DAMAGE  source=-1 target=1 amount=1 action=
  tick 358  ACTION_FIRE  source=9 target=1 amount=0 action=goblin_arrow
  tick 358  DAMAGE  source=9 target=1 amount=8 action=goblin_arrow
  tick 359  DAMAGE  source=-1 target=1 amount=1 action=
  tick 361  DAMAGE  source=-1 target=1 amount=1 action=
  tick 362  DAMAGE  source=-1 target=1 amount=1 action=
  tick 363  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 363  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 364  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 365  DAMAGE  source=-1 target=1 amount=1 action=
  tick 366  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 367  ACTION_START  source=9 target=1 amount=0 action=goblin_arrow
  tick 367  DAMAGE  source=-1 target=1 amount=1 action=
  tick 369  DAMAGE  source=-1 target=1 amount=1 action=
  tick 371  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 371  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 372  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 372  DAMAGE  source=-1 target=1 amount=1 action=
  tick 373  DAMAGE  source=-1 target=1 amount=1 action=
  tick 374  ACTION_FIRE  source=9 target=1 amount=0 action=goblin_arrow
  tick 374  DAMAGE  source=9 target=1 amount=8 action=goblin_arrow
  tick 375  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 375  DAMAGE  source=11 target=1 amount=5 action=cultist_bolt
  tick 375  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 375  DEATH  source=11 target=1 amount=0 action=cultist_bolt
  tick 379  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 379  MISS  source=8 target=1 amount=0 action=goblin_arrow
  tick 380  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 387  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 387  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 396  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 403  ACTION_FIRE  source=10 target=2 amount=0 action=goblin_arrow
  tick 403  DAMAGE  source=10 target=2 amount=8 action=goblin_arrow
  tick 411  ACTION_START  source=9 target=2 amount=0 action=goblin_arrow
  tick 412  ACTION_START  source=10 target=2 amount=0 action=goblin_arrow
  tick 418  ACTION_FIRE  source=9 target=2 amount=0 action=goblin_arrow
  tick 418  DAMAGE  source=9 target=2 amount=2 action=goblin_arrow
  tick 418  DEATH  source=9 target=2 amount=0 action=goblin_arrow
  tick 418  FIGHT_END  source=-1 target=-1 amount=0 action=
--- end event log ---

=== FIGHT: no_abomination (seed AAAA0005) ===
screenshot: playtest_wren_no_abomination_00_select
classes picked before Start: ["Warrior", "Priest", "Geysermancer", "Siege Master"] (wanted ["Warrior", "Priest", "Geysermancer", "Siege Master"])
screenshot: playtest_wren_no_abomination_01_start
screenshot: playtest_wren_no_abomination_02_tick30
screenshot: playtest_wren_no_abomination_03_tick120
screenshot: playtest_wren_no_abomination_04_tick210
screenshot: playtest_wren_no_abomination_05_tick300
screenshot: playtest_wren_no_abomination_06_tick390
screenshot: playtest_wren_no_abomination_07_tick480
screenshot: playtest_wren_no_abomination_08_end
outcome: ENEMY_WIN at tick 647 (21.6s), survivors 0/4, frames waited 3527
--- event log for no_abomination ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 27  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 27  ACTION_START  source=3 target=7 amount=0 action=siege_shot
  tick 34  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 34  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 35  ACTION_FIRE  source=3 target=7 amount=0 action=siege_shot
  tick 35  DAMAGE  source=3 target=7 amount=24 action=siege_shot
  tick 36  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 36  ACTION_START  source=2 target=6 amount=0 action=geyser_blast
  tick 42  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 42  DAMAGE  source=1 target=5 amount=8 action=priest_smite
  tick 45  RESOURCE_SPENT  source=3 target=-1 amount=30 action=siege_barrage
  tick 45  ACTION_START  source=3 target=7 amount=0 action=siege_barrage
  tick 46  ACTION_FIRE  source=2 target=6 amount=0 action=geyser_blast
  tick 46  DAMAGE  source=2 target=6 amount=15 action=geyser_blast
  tick 50  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 52  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 52  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 54  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 54  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 55  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 57  ACTION_FIRE  source=3 target=7 amount=0 action=siege_barrage
  tick 57  DAMAGE  source=3 target=7 amount=11 action=siege_barrage
  tick 57  DEATH  source=3 target=7 amount=0 action=siege_barrage
  tick 58  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 58  ACTION_START  source=2 target=6 amount=0 action=geyser_blast
  tick 59  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 59  DAMAGE  source=0 target=4 amount=9 action=warrior_strike
  tick 59  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 59  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 59  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 59  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 59  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 60  DAMAGE  source=-1 target=0 amount=1 action=
  tick 60  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 60  DAMAGE  source=1 target=5 amount=20 action=priest_smite
  tick 61  DAMAGE  source=-1 target=0 amount=1 action=
  tick 62  DAMAGE  source=-1 target=0 amount=1 action=
  tick 62  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 62  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 63  DAMAGE  source=-1 target=0 amount=1 action=
  tick 65  DAMAGE  source=-1 target=0 amount=1 action=
  tick 66  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 66  DAMAGE  source=-1 target=0 amount=1 action=
  tick 67  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 67  DAMAGE  source=-1 target=0 amount=1 action=
  tick 68  DAMAGE  source=-1 target=0 amount=1 action=
  tick 68  ACTION_FIRE  source=2 target=6 amount=0 action=geyser_blast
  tick 68  DAMAGE  source=2 target=6 amount=8 action=geyser_blast
  tick 69  DAMAGE  source=-1 target=0 amount=1 action=
  tick 70  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 70  ACTION_START  source=1 target=6 amount=0 action=priest_smite
  tick 70  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 70  DAMAGE  source=-1 target=0 amount=1 action=
  tick 71  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 71  ACTION_START  source=3 target=10 amount=0 action=siege_shot
  tick 71  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 71  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 71  DAMAGE  source=-1 target=0 amount=1 action=
  tick 71  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 71  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 72  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 72  DAMAGE  source=0 target=4 amount=22 action=warrior_strike
  tick 72  DAMAGE  source=-1 target=0 amount=1 action=
  tick 73  DAMAGE  source=-1 target=0 amount=1 action=
  tick 76  ACTION_FIRE  source=5 target=0 amount=0 action=goblin_stab
  tick 76  DAMAGE  source=5 target=0 amount=8 action=goblin_stab
  tick 78  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 78  DAMAGE  source=-1 target=0 amount=1 action=
  tick 78  ACTION_FIRE  source=1 target=6 amount=0 action=priest_smite
  tick 78  DAMAGE  source=1 target=6 amount=8 action=priest_smite
  tick 78  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 78  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 79  DAMAGE  source=-1 target=0 amount=1 action=
  tick 79  ACTION_FIRE  source=3 target=10 amount=0 action=siege_shot
  tick 79  DAMAGE  source=3 target=10 amount=9 action=siege_shot
  tick 79  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 79  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 79  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 80  ACTION_START  source=0 target=5 amount=0 action=warrior_strike
  tick 80  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 80  ACTION_START  source=2 target=6 amount=0 action=geyser_blast
  tick 81  DAMAGE  source=-1 target=0 amount=1 action=
  tick 82  DAMAGE  source=-1 target=0 amount=1 action=
  tick 83  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 83  DAMAGE  source=-1 target=0 amount=1 action=
  tick 83  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 83  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 84  DAMAGE  source=-1 target=0 amount=1 action=
  tick 85  ACTION_FIRE  source=0 target=5 amount=0 action=warrior_strike
  tick 85  DAMAGE  source=0 target=5 amount=7 action=warrior_strike
  tick 85  DEATH  source=0 target=5 amount=0 action=warrior_strike
  tick 86  DAMAGE  source=-1 target=0 amount=1 action=
  tick 87  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 87  DAMAGE  source=-1 target=0 amount=1 action=
  tick 88  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 88  ACTION_START  source=1 target=6 amount=0 action=priest_smite
  tick 89  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 89  ACTION_START  source=3 target=10 amount=0 action=siege_shot
  tick 89  DAMAGE  source=-1 target=0 amount=1 action=
  tick 90  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 90  ACTION_START  source=9 target=0 amount=0 action=goblin_arrow
  tick 90  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 90  ACTION_FIRE  source=2 target=6 amount=0 action=geyser_blast
  tick 90  DAMAGE  source=2 target=6 amount=4 action=geyser_blast
  tick 90  DEATH  source=2 target=6 amount=0 action=geyser_blast
  tick 91  DAMAGE  source=-1 target=0 amount=1 action=
  tick 92  DAMAGE  source=-1 target=0 amount=1 action=
  tick 93  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 94  DAMAGE  source=-1 target=0 amount=1 action=
  tick 94  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 94  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 95  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 95  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 96  ACTION_FIRE  source=1 target=6 amount=0 action=priest_smite
  tick 96  MISS  source=1 target=6 amount=0 action=priest_smite
  tick 97  ACTION_FIRE  source=3 target=10 amount=0 action=siege_shot
  tick 97  DAMAGE  source=3 target=10 amount=19 action=siege_shot
  tick 97  DEATH  source=3 target=10 amount=0 action=siege_shot
  tick 97  ACTION_FIRE  source=9 target=0 amount=0 action=goblin_arrow
  tick 97  DAMAGE  source=9 target=0 amount=7 action=goblin_arrow
  tick 98  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 98  DAMAGE  source=0 target=4 amount=4 action=warrior_strike
  tick 98  DEATH  source=0 target=4 amount=0 action=warrior_strike
  tick 99  DAMAGE  source=-1 target=0 amount=1 action=
  tick 99  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 99  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 99  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 100  DAMAGE  source=-1 target=0 amount=1 action=
  tick 101  DAMAGE  source=-1 target=0 amount=1 action=
  tick 102  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 102  ACTION_START  source=2 target=9 amount=0 action=geyser_blast
  tick 102  DAMAGE  source=-1 target=0 amount=1 action=
  tick 103  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 104  DAMAGE  source=-1 target=0 amount=1 action=
  tick 106  RESOURCE_SPENT  source=1 target=-1 amount=25 action=priest_heal
  tick 106  ACTION_START  source=1 target=0 amount=0 action=priest_heal
  tick 106  ACTION_START  source=9 target=0 amount=0 action=goblin_arrow
  tick 106  DAMAGE  source=-1 target=0 amount=1 action=
  tick 107  DAMAGE  source=-1 target=0 amount=1 action=
  tick 108  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 108  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 108  DAMAGE  source=-1 target=0 amount=1 action=
  tick 110  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 110  DAMAGE  source=-1 target=0 amount=1 action=
  tick 110  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 110  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 111  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 111  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 111  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 111  DAMAGE  source=-1 target=0 amount=1 action=
  tick 112  DAMAGE  source=-1 target=0 amount=1 action=
  tick 112  ACTION_FIRE  source=2 target=9 amount=0 action=geyser_blast
  tick 112  DAMAGE  source=2 target=9 amount=12 action=geyser_blast
  tick 113  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 113  ACTION_START  source=3 target=9 amount=0 action=siege_shot
  tick 113  DAMAGE  source=-1 target=0 amount=1 action=
  tick 113  ACTION_FIRE  source=1 target=0 amount=0 action=priest_heal
  tick 113  HEAL  source=1 target=0 amount=30 action=priest_heal
  tick 113  ACTION_FIRE  source=9 target=0 amount=0 action=goblin_arrow
  tick 113  DAMAGE  source=9 target=0 amount=5 action=goblin_arrow
  tick 115  DAMAGE  source=-1 target=0 amount=1 action=
  tick 117  DAMAGE  source=-1 target=0 amount=1 action=
  tick 118  DAMAGE  source=-1 target=0 amount=1 action=
  tick 119  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 119  DAMAGE  source=-1 target=0 amount=1 action=
  tick 119  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 119  DAMAGE  source=11 target=0 amount=5 action=cultist_bolt
  tick 119  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 120  DAMAGE  source=-1 target=0 amount=1 action=
  tick 121  DAMAGE  source=-1 target=0 amount=1 action=
  tick 121  ACTION_FIRE  source=3 target=9 amount=0 action=siege_shot
  tick 121  DAMAGE  source=3 target=9 amount=16 action=siege_shot
  tick 121  DEATH  source=3 target=9 amount=0 action=siege_shot
  tick 122  DAMAGE  source=-1 target=0 amount=1 action=
  tick 123  RESOURCE_SPENT  source=1 target=-1 amount=25 action=priest_heal
  tick 123  ACTION_START  source=1 target=0 amount=0 action=priest_heal
  tick 123  DAMAGE  source=-1 target=0 amount=1 action=
  tick 124  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 124  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 124  DAMAGE  source=-1 target=0 amount=1 action=
  tick 125  DAMAGE  source=-1 target=0 amount=1 action=
  tick 126  DAMAGE  source=-1 target=0 amount=1 action=
  tick 126  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 126  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 127  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 127  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 127  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 127  DAMAGE  source=-1 target=0 amount=1 action=
  tick 128  DAMAGE  source=-1 target=0 amount=1 action=
  tick 130  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 130  ACTION_FIRE  source=1 target=0 amount=0 action=priest_heal
  tick 130  HEAL  source=1 target=0 amount=10 action=priest_heal
  tick 134  DAMAGE  source=-1 target=0 amount=1 action=
  tick 135  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 135  ACTION_START  source=2 target=12 amount=0 action=geyser_blast
  tick 135  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 137  DAMAGE  source=-1 target=0 amount=1 action=
  tick 139  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 139  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
